,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32
0,-0.0018463135,-0.0035858154,0.017822266,0.01953125,0.018798828,0.034423828,0.021728516,0.024902344,0.030517578,0.04248047,0.04699707,0.048828125,0.051513672,0.053710938,0.060546875,0.07092285,0.0736084,0.08984375,0.083984375,0.08544922,0.09301758,0.09033203,0.08105469,0.07324219,0.09082031,0.0793457,0.076416016,0.095214844,0.11279297,0.118896484,0.09121704,0.08862305
1,-0.00093078613,3.4332275e-05,-0.0044555664,-0.0103302,-0.012367249,-0.0026550293,0.004180908,0.006958008,0.013000488,0.017059326,0.023925781,0.01977539,0.04660034,0.043762207,0.04748535,0.04347992,0.05104065,0.036254883,0.029174805,0.036376953,0.03857422,0.046569824,0.045898438,0.041625977,0.04248047,0.043823242,0.024902344,0.030761719,0.068847656,0.032470703,0.09301758,0.06689453
2,0.0022258759,-0.00077819824,-0.005279541,-0.01256752,-0.0076904297,0.0049438477,0.002319336,0.013916016,0.014282227,0.014404297,0.018066406,0.03540039,0.025268555,0.040527344,0.037963867,0.032470703,0.037475586,0.036621094,0.040405273,0.076171875,0.068359375,0.08654785,0.080566406,0.06762695,0.072509766,0.072143555,0.100128174,0.10321045,0.099365234,0.07946777,0.014160156,0.10449219
3,-0.0007324219,-1.5258789e-05,-0.0021209717,-0.004638672,-0.006286621,-0.00030517578,0.0042419434,0.0044555664,0.0064086914,0.0134887695,0.032226562,0.025268555,0.016845703,0.012207031,0.0073242188,0.0049438477,0.022033691,0.013123512,0.015060425,0.027292252,-6.1035156e-05,-0.0025634766,0.009765625,0.020996094,0.022705078,0.0345459,0.038024902,0.036865234,0.0491333,0.05883789,0.041625977,0.18066406
4,-0.0007429123,-0.0002746582,-0.030517578,-0.025390625,-0.025146484,-0.014160156,-0.010986328,-0.0031738281,-0.011962891,-0.013549805,-0.0061035156,-0.0007324219,0.010986328,0.011108398,0.026000977,0.016296387,0.007385254,0.007385254,-0.0013427734,0.0052490234,0.006713867,-0.008087158,-0.006790161,0.0061798096,0.011047363,-0.0065307617,-0.037841797,-0.037719727,0.004638672,-0.009033203,-0.106933594,-0.0847168
5,-0.0020599365,-0.0027770996,-0.0026855469,-0.0017089844,0.00079345703,-0.0024414062,0.005859375,0.0072021484,-0.005493164,-0.019226074,-0.0036621094,-0.00579834,-0.01159668,-0.026611328,-0.024536133,-0.013793945,-0.023803711,-0.032958984,-0.038330078,-0.027832031,-0.017333984,-0.017333984,-0.032226562,-0.037109375,-0.03100586,-0.017333984,-0.052978516,-0.06640625,-0.043533325,-0.03652954,-0.078125,-0.039794922
6,0.003730774,0.0026397705,0.020385742,0.022094727,0.020141602,0.025878906,0.034973145,0.046829224,0.05190897,0.06375122,0.055541992,0.04449463,0.04800415,0.053894043,0.05078125,0.056030273,0.055786133,0.057250977,0.052978516,0.045654297,0.041625977,0.03149414,0.036499023,0.04284668,0.030029297,0.026916504,0.041381836,0.037353516,0.017822266,-0.03955078,0.005126953,-0.01977539
7,0.00064086914,-0.0007171631,-0.017456055,-0.013549805,-0.0146484375,0.0014648438,-0.0024414062,0.0020751953,0.004272461,0.0013427734,0.0078125,-0.013061523,-0.0107421875,0.0040283203,-0.025939941,0.0020751953,-0.010192871,-0.024414062,-0.029052734,-0.031982422,-0.06567383,-0.04272461,-0.048828125,-0.040771484,-0.05908203,-0.05126953,-0.057861328,-0.036621094,-0.040527344,-0.052246094,-0.016601562,0.103027344
8,0.0025081635,0.0010070801,0.017700195,0.020385742,0.025512695,0.02734375,0.016845703,0.025390625,0.030517578,0.02319336,0.0036621094,0.01953125,0.0126953125,-0.0029296875,0.017822266,0.029785156,0.035888672,0.032714844,0.032958984,0.028076172,0.025878906,0.045654297,0.04296875,0.040771484,0.030761719,0.015625,0.030761719,0.033203125,0.033935547,0.036621094,0.11621094,-0.020996094
9,0.00064086914,-0.00046539307,-0.018798828,-0.020996094,-0.024536133,-0.032348633,-0.043945312,-0.043701172,-0.042236328,-0.046142578,-0.052246094,-0.03857422,-0.05529785,-0.048583984,-0.045532227,-0.052734375,-0.05065918,-0.055480957,-0.06074524,-0.07047272,-0.068374634,-0.0501709,-0.054828644,-0.05393982,-0.060760498,-0.07496643,-0.0599823,-0.06225586,-0.038208008,-0.001953125,0.0107421875,-0.0014648438
