,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32
0,-0.0030021667,0.021728516,0.01977539,0.019042969,0.029541016,0.028076172,0.024902344,0.026367188,0.030273438,0.04663086,0.045410156,0.050048828,0.05810547,0.056762695,0.06665039,0.06347656,0.08203125,0.08325195,0.0847168,0.08886719,0.092041016,0.08984375,0.084228516,0.075927734,0.09399414,0.07885742,0.08129883,0.095458984,0.10595703,0.078567505,0.073410034,-0.08215332
1,0.00049972534,0.0010681152,-0.00592041,-0.008422852,-0.0071105957,0.0036621094,0.008117676,0.0056152344,0.011810303,0.021850586,0.024597168,0.029418945,0.053100586,0.050567627,0.04307556,0.0390625,0.04425049,0.03552246,0.030822754,0.036987305,0.044799805,0.048461914,0.043823242,0.03869629,0.040649414,0.03918457,0.030029297,0.03857422,0.06933594,0.025390625,0.06982422,-0.026367188
2,0.00078201294,-0.0006942749,-0.008773804,-0.01083374,-0.0048828125,-0.0007324219,0.009521484,0.013061523,0.013916016,0.01928711,0.032592773,0.033203125,0.023071289,0.04309082,0.036865234,0.033081055,0.03137207,0.040893555,0.061035156,0.07043457,0.06555176,0.082214355,0.08190918,0.07507324,0.07080078,0.07751465,0.09576416,0.09726715,0.10122681,0.044677734,0.031982422,0.0625
3,-0.0013542175,-0.0007715225,-0.0008239746,-0.0053710938,-0.0015258789,-0.0021362305,-0.0005493164,0.0025634766,0.00592041,0.01586914,0.029663086,0.024414062,0.018432617,0.01159668,0.005004883,0.009338379,0.018696785,0.008850098,0.026107788,0.015136719,-0.002319336,0.0021972656,0.016967773,0.014770508,0.025756836,0.041137695,0.047424316,0.038482666,0.044555664,0.014892578,0.09887695,0.203125
4,0.0010375977,-0.032226562,-0.030273438,-0.028808594,-0.011352539,-0.015014648,-0.0045166016,-0.009521484,-0.0087890625,-0.016967773,-0.01159668,0.0012207031,0.005859375,0.018798828,0.025390625,0.012145996,0.013519287,-0.0021362305,0.0068969727,0.0107421875,0.004486084,-0.005004883,-0.008178711,0.0030670166,0.006439209,-0.006958008,-0.03942871,-0.03955078,0.022460938,-0.08496094,-0.08300781,-0.102508545
5,-0.0036773682,-0.011108398,-0.0010986328,-0.0018310547,-0.0041503906,0.0043945312,0.0014648438,0.0017700195,-0.009521484,-0.009765625,-0.00390625,-0.003479004,-0.015808105,-0.029663086,-0.024169922,-0.023925781,-0.032470703,-0.034179688,-0.03491211,-0.023925781,-0.01953125,-0.020996094,-0.03173828,-0.037841797,-0.029785156,-0.01953125,-0.049316406,-0.067718506,-0.045211792,-0.036010742,-0.021240234,0.033203125
6,0.003753662,0.013671875,0.024353027,0.01953125,0.024780273,0.02609253,0.043556213,0.04736328,0.054388046,0.054504395,0.050720215,0.04144287,0.048583984,0.049438477,0.04949951,0.05810547,0.053955078,0.05847168,0.057006836,0.038330078,0.0390625,0.033813477,0.044067383,0.040161133,0.030395508,0.02960205,0.037963867,0.036621094,0.0009765625,-0.05517578,0.056640625,0.038253784
7,0.0010757446,-0.019897461,-0.01953125,-0.013671875,0.010253906,0.0034179688,0.00048828125,0.0056152344,0.0029296875,0.0014648438,0.004760742,-0.010986328,-0.0048828125,0.0008544922,-0.02368164,-0.00036621094,-0.017089844,-0.027832031,-0.029052734,-0.05444336,-0.06323242,-0.04296875,-0.048339844,-0.046142578,-0.059570312,-0.064208984,-0.049316406,-0.03955078,-0.053222656,-0.0546875,0.018554688,0.060546875
8,-0.00037384033,0.018798828,0.017578125,0.02368164,0.03466797,0.027832031,0.017089844,0.028686523,0.03137207,0.017822266,0.018066406,0.022949219,0.0107421875,0.009277344,0.024902344,0.03466797,0.02734375,0.036132812,0.036132812,0.024658203,0.02319336,0.04272461,0.042236328,0.037597656,0.02319336,0.016113281,0.030273438,0.023925781,0.029052734,0.041015625,0.08935547,0.18920898
9,0.00037002563,-0.017456055,-0.020507812,-0.021484375,-0.030761719,-0.041748047,-0.040527344,-0.04248047,-0.04321289,-0.052978516,-0.051513672,-0.03466797,-0.052734375,-0.04260254,-0.044555664,-0.049682617,-0.044311523,-0.056915283,-0.07161713,-0.06259918,-0.06440735,-0.051063538,-0.053710938,-0.058563232,-0.056671143,-0.07406616,-0.065704346,-0.053634644,-0.037475586,0.0126953125,-0.03540039,0.009277344
