,1_xs2xs,1_full2xs,1_xs2full,1_full2full,2_xs2xs,2_full2xs,2_xs2full,2_full2full,5_xs2xs,5_full2xs,5_xs2full,5_full2full,10_xs2xs,10_full2xs,10_xs2full,10_full2full
0,0.48072562358276644,0.5431352482896122,0.446064139941691,0.9977201892497177,0.5905409782960803,0.5511527240136535,0.46485260770975056,0.9977985842290488,0.6478781988986071,0.8971860439986523,0.6397797214123745,0.9978790979916053,0.6579203109815356,0.9968705571764248,0.6812439261418852,0.9977350207322939
1,0.48040168448331716,0.5065777625225385,0.4680919987042437,0.9910417845239836,0.49789439585357953,0.5770167108432969,0.4726271460965338,0.9963662867688345,0.6145124716553287,0.9809394261063756,0.608357628765792,0.9976206064381348,0.6601878846776806,0.9929317391608345,0.6494978943958536,0.9975549241581545
2,0.4787819889860706,0.6698490790708711,0.4415289925494007,0.9941394455991812,0.590217039196631,0.6785530405598673,0.5118237771298996,0.9967858058474179,0.6148364107547781,0.9934741476664779,0.6206673145448656,0.9974807667452734,0.6507936507936508,0.9978473162432279,0.6721736313573049,0.9982075093915068
3,0.4846128927761581,0.6995544198877468,0.5983155166828638,0.993086410336272,0.6222870100421121,0.9267303572904153,0.5153871072238418,0.9945907464261425,0.62325882734046,0.995961599172827,0.6171039844509232,0.9953026575897994,0.666990605766116,0.9976481506200618,0.671201814058957,0.9980337691670428
4,0.4859086491739554,0.8003873135735611,0.594428247489472,0.990846856467268,0.644638807904114,0.9672605616046817,0.5856818918043408,0.9911816242168449,0.6417233560090703,0.9925567145299796,0.7029478458049886,0.9946649038390233,0.765144152899255,0.9936669569399685,0.7495950761256884,0.9979553741877115
5,0.463232912212504,0.8028069640167045,0.5954000647878199,0.990471831836413,0.6728215095562035,0.8155048318851448,0.6763848396501458,0.9905523455989693,0.6673145448655653,0.9877449578256199,0.662779397473275,0.9956776822206543,0.7680596047942987,0.99056082073187,0.7291869128603823,0.9963260298875563
6,0.473922902494331,0.802126834601425,0.5996112730806609,0.9906794725924796,0.6637512147716229,0.8333153236759193,0.6634272756721736,0.9908044808027646,0.680919987042436,0.9599253340791449,0.6728215095562035,0.9954636851149122,0.7735665694849369,0.9884314435905748,0.7949465500485908,0.9967031733016363
7,0.5095562034337545,0.7709447018766062,0.42630385487528344,0.9912155247484474,0.6935536119209589,0.8430214696304207,0.7055393586005831,0.9917812398695678,0.7434402332361516,0.9296712284069505,0.7557499190152251,0.9967031733016363,0.8931000971817299,0.9911710303007188,0.833495302883058,0.9964425629649405
8,0.5199222546161322,0.729740724496736,0.4188532555879495,0.9924762007674232,0.6494978943958536,0.8287472270424541,0.7424684159378037,0.9925524769635294,0.8189180434078394,0.9502573262226968,0.7599611273080661,0.9961883089779202,0.9138321995464853,0.9886242528640653,0.8587625526401037,0.9976036561723334
9,0.577259475218659,0.6551955742855993,0.5811467444120505,0.9938788352624854,0.8373825720764496,0.7563017910074601,0.8169744088111435,0.9939826556405189,0.8490443796566246,0.9738520962181838,0.8966634272756722,0.9982837855876128,0.9633948817622286,0.9971184548137695,0.9413670229996761,0.9991673181925085
10,0.8995788791707159,0.9657668194309371,0.9024943310657596,0.9951395112814613,0.901846452866861,0.9682881714688889,0.905085843861354,0.9982583601889108,0.8927761580822805,0.9793969519184522,0.9300291545189505,0.9979447802715855,0.9533527696793004,0.9958577787947938,0.966958211856171,0.9993791965150253
11,0.9251700680272109,0.9678919590057822,0.9297052154195011,0.9878233528049511,0.9342403628117915,0.9686886214984458,0.9397473275024295,0.9894103214406031,0.9439585357952704,0.9812593623733761,0.9439585357952704,0.9983007358534141,0.9611273080660836,0.9910481408736591,0.9727891156462586,0.9997097266981517
12,0.9271137026239067,0.9715659291182259,0.9313249109167476,0.9826747095677895,0.9303530936183998,0.9739707480787934,0.9384515711046324,0.9852257245708935,0.9416909620991254,0.9840603937970502,0.9378036929057337,0.9977286643826183,0.9633948817622286,0.9897027135256765,0.957240038872692,0.9988028874777792
13,0.9384515711046324,0.9724642932056978,0.9387755102040816,0.9786511402231927,0.9407191448007775,0.9745746012979667,0.952057013281503,0.9806025395735737,0.9517330741820538,0.9821068756634439,0.9468739876903143,0.996698935735186,0.9724651765468092,0.9875161292373016,0.9527048914804016,0.9980528382160692
14,0.9439585357952704,0.9734389334892759,0.9449303530936184,0.9781235632001254,0.9481697440881114,0.9731189972222752,0.9640427599611272,0.978168057647854,0.960479429867185,0.9807678046651369,0.9714933592484613,0.9954043591846075,0.9795918367346939,0.9848464623735881,0.9770003239390995,0.9978346035438769
15,0.9546485260770974,0.9735215660350574,0.9504373177842564,0.9802020895440167,0.9549724651765469,0.9753394820422528,0.9659863945578231,0.982856924925154,0.9682539682539684,0.9767463541037653,0.9653385163589244,0.9968430129944975,0.981859410430839,0.9818038896622449,0.9740848720440557,0.9978261284109762
16,0.9591836734693877,0.9767336414044143,0.9569160997732427,0.9817848206132183,0.9604794298671849,0.9780430494375689,0.9672821509556203,0.9828971818064322,0.9731130547457079,0.9782252647949334,0.9685779073534175,0.9947899120493083,0.982831227729187,0.9830391402825186,0.9763524457402009,0.9976756948019891
17,0.9601554907677357,0.97661710832703,0.9556203433754453,0.9818547404596489,0.9624230644638807,0.9775832734777071,0.9727891156462585,0.9820708563486161,0.9757045675413023,0.9775811546944821,0.9727891156462585,0.9939127357940882,0.9831551668286361,0.9833675516824197,0.973436993845157,0.9967497865325899
18,0.961451247165533,0.9761488572342676,0.9562682215743439,0.9812699562895021,0.9630709426627795,0.9777273507370188,0.9737609329446064,0.9812593623733763,0.9786200194363459,0.9775663232119058,0.9731130547457079,0.9930037777904904,0.981859410430839,0.9794393275829556,0.9812115322319404,0.9959594803896019
19,0.9620991253644314,0.9770684091539911,0.9565921606737933,0.9814903097449197,0.9617751862649822,0.9787909799160538,0.9763524457402009,0.9814966660945953,0.9789439585357952,0.9790367587701735,0.9747327502429542,0.9920503253391643,0.982831227729187,0.9805262633774676,0.977648202137998,0.9947178734196526
20,0.9637188208616779,0.9776892126389658,0.960479429867185,0.9817106632003373,0.9633948817622288,0.9792083802114122,0.9770003239390994,0.9817996520957945,0.9799157758341431,0.9794139021842536,0.9763524457402009,0.991010002775606,0.9838030450275348,0.9813144507372304,0.9757045675413022,0.9935800868277366
21,0.9633948817622286,0.9778714279963303,0.9624230644638808,0.9815623483745755,0.9640427599611273,0.9793503386874984,0.9779721412374474,0.9816343870042313,0.9795918367346939,0.9795240789119626,0.9779721412374474,0.9903044479616244,0.9844509232264335,0.9810093459528062,0.9747327502429542,0.9930440346717687
22,0.9653385163589245,0.9778947346118071,0.9620991253644314,0.9814881909616945,0.9666342727567216,0.9791257476656307,0.9782960803368966,0.9814585279965421,0.9805636540330418,0.9791765984630347,0.9792678976352447,0.9902641910803465,0.985098801425332,0.9805898268742226,0.9760285066407515,0.9931012418188483
23,0.9653385163589245,0.9777337070866943,0.9640427599611272,0.9812530060237006,0.9685779073534175,0.9790028582385708,0.9779721412374474,0.9813907269333366,0.9789439585357953,0.9789329383921402,0.9766763848396501,0.9899230669810941,0.9857466796242307,0.9802232773762682,0.977648202137998,0.9924889134667743
24,0.9666342727567218,0.9779116848776084,0.9646906381600259,0.9807868737141634,0.9695497246517655,0.9788227616644313,0.9782960803368966,0.9809542575889518,0.9795918367346939,0.9785303695793579,0.9773242630385488,0.9893743021257753,0.9867184969225785,0.9793905955687766,0.9792678976352445,0.9922071152978267
